Column1;Column2;Column3;Column4
व्यक्ति;4;x;keep
पक्का;4;;remove
छुनु;4;;remove
जले;4;;remove
हुनुहुन्छ;4;;remove
तस्बिरको;4;x;keep
अक्सर;4;;remove
सिकार;4;x;keep
लिपेरपोतेर;4;;remove
पिच्छे;4;;remove
भत्ता;4;x;keep
बाआमा;4;x;keep
टाउको;4;x;keep
फाटेको;4;x;keep
पसेको;4;x;keep
सकिएन;4;;remove
खबर;4;x;keep
भिक्टोरिया;4;x;keep
आँखाहरू;4;x;keep
टेकेर;4;;remove
बुढो;4;x;keep
स्कुलको;4;x;keep
साक्षी;4;x;keep
रातभरि;4;x;keep
स्रोतै;4;x;keep
आफ;4;;remove
कविताका;4;x;keep
जानेहरू;4;;remove
हिँडी;4;;remove
रङ्गहरू;4;x;keep
चिताको;4;x;keep
निको;4;x;keep
उपाय;4;x;keep
मालिक;4;x;keep
घरी;4;;remove
ठोक्किएर;4;;remove
आत्तिएको;4;;remove
नसुतेको;4;;remove
जा;4;;remove
कार्डबोर्ड;4;x;keep
सामर्थ्य;4;x;keep
मुसो;4;x;keep
न्यानोको;4;x;keep
ह्वार्र;4;x;keep
बतासले;4;x;keep
गेटबाट;4;x;keep
लागेथ्यो;4;;remove
अगाडी;4;;remove
झापड;4;x;keep
हिलोमा;4;x;keep
पछारिन्छु;4;;remove
तर्फ;4;;remove
भोले;4;;remove
तुर्सा;4;x;keep
तुर्साको;4;x;keep
टेबल;4;x;keep
झोलामा;4;x;keep
सिङ्गै;4;x;keep
हाल्दिनेले;4;;remove
दमाई;4;x;keep
बौलाएको;4;;remove
दिवस;4;x;keep
कुलागाङ्ग्री;4;x;keep
समग्रमा;3;x;keep
सकिने;3;;remove
सारै;3;;remove
कष्ट;3;x;keep
लाग्दैन;3;;remove
पाठ;3;x;keep
सहरमा;3;x;keep
लाग्दा;3;;remove
खेत;3;x;keep
केके;3;;remove
हँसिया;3;x;keep
बाँझो;3;x;keep
चिया;3;x;keep
बसी;3;;remove
कोठा;3;x;keep
समयमा;3;x;keep
डुलेर;3;;remove
सबले;3;;remove
लिई;3;;remove
खोलेर;3;;remove
एड्लेड;3;;remove
अस्ट्रेलिया;3;;remove
रातमा;3;x;keep
मबाट;3;;remove
सदैव;3;;remove
रहेन;3;;remove
पर्खन्छु;3;;remove
हातबाट;3;x;keep
जिन्दगीको;3;x;keep
जोडी;3;x;keep
खोजेँ;3;;remove
रमायौँ;3;;remove
प्रकृतिले;3;x;keep
नाङ्गै;3;x;keep
बिर्सिएर;3;;remove
कागजमा;3;x;keep
अनगिन्ती;3;x;keep
पक्षमा;3;x;keep
अवश्य;3;x;keep
झरे;3;;remove
सन्तानका;3;x;keep
बारी;3;x;keep
वनले;3;x;keep
सुवास;3;x;keep
ल्यायो;3;;remove
भाका;3;x;keep
निन्द्रा;3;x;keep
बनोस्;3;;remove
नर्कको;3;x;keep
निलो;3;x;keep
बाँचिरहेको;3;;remove
भूगोलमा;3;x;keep
रेखा;3;x;keep
नियम;3;x;keep
हाँस्दै;3;;remove
चेतनाको;3;x;keep
उनीहरूले;3;;remove
गरेमा;3;;remove
अधिकार;3;x;keep
तयार;3;x;keep
संसारले;3;x;keep
उसका;3;;remove
इच्छाहरू;3;x;keep
गरोस्;3;;remove
पुरुषलाई;3;x;keep
ममाथि;3;x;keep
ठिक;3;x;keep
लिप्त;3;x;keep
केटी;3;x;keep
कसको;3;;remove
पुरुष;3;x;keep
बन;3;x;keep
सोचेर;3;;remove
तस्बिरहरू;3;x;keep
सोध्छु;3;;remove
बनाउँछ;3;;remove
केटा;3;x;keep
सुनेर;3;;remove
व्यवहार;3;x;keep
बोलेँ;3;;remove
यस्ता;3;;remove
नारीले;3;x;keep
लात;3;x;keep
कठोर;3;x;keep
मैलो;3;x;keep
वरपर;3;;remove
सबतिर;3;;remove
लेख्ने;3;;remove
बस्ने;3;;remove
रहरको;3;x;keep
सेता;3;x;keep
शान;3;x;keep
नयन;3;x;keep
ति;3;;remove
राम्रा;3;;remove
जीवन्;3;x;keep
नामको;3;x;keep
नर;3;x;keep
पोहोर;3;x;keep
उकाली;3;x;keep
लगेर;3;;remove
गाउँले;3;x;keep
जातीय;3;x;keep
राखिएको;3;;remove
खायो;3;;remove
मनुज;3;x;keep
मति;3;x;keep
हतारमा;3;x;keep
घण्टी;3;x;keep
बज्छ;3;x;keep
कोसँग;3;;remove
छँदा;3;;remove
पुलकित;3;x;keep
सम्हाल्न;3;x;keep
पख;3;;remove
बस्;3;;remove
बुवालाई;3;x;keep
पुनः;3;;remove
कराउँदै;3;;remove
घडी;3;x;keep
वर्षौँ;3;x;keep
मसँगै;3;;remove
थाले;3;;remove
रविको;3;x;keep
महिमा;3;x;keep
जोस;3;x;keep
अग्ला;3;x;keep
टुक्रा;3;x;keep
हिँडेका;3;;remove
घायल;3;x;keep
दिल;3;x;keep
प्राकृतिक;3;x;keep
झुट्टो;3;x;keep
कात्रोमा;3;x;keep
अहँ;3;;remove
मिसिएको;3;;remove
नुन;3;x;keep
किन्न;3;;remove
पार्ने;3;;remove
राख्दै;3;;remove
दिदीले;3;x;keep
देखाएर;3;;remove
आशिष्;3;x;keep
तारा;3;x;keep
बिउ;3;x;keep
बिस्कुन;3;x;keep
फिँजाएर;3;;remove
आयु;3;x;keep
अभाव;3;x;keep
मृत्युको;3;x;keep
रुखो;3;x;keep
टिपेर;3;;remove
इन्द्रेणी;3;x;keep
दाइको;3;x;keep
भेट;3;x;keep
अँ;3;;remove
निक्कै;3;x;keep
भेटेँ;3;;remove
खेर;3;;remove
आँट;3;x;keep
अछुत;3;x;keep
मानवताको;3;x;keep
कल्पनाको;3;x;keep
परिवार;3;x;keep
सत्यता;3;x;keep
भेदभाव;3;x;keep
प्रगतिको;3;x;keep
विचार;3;x;keep
सक्नु;3;;remove
धीर;3;x;keep
तर्किनु;3;;remove
रमिता;3;x;keep
पार्छ;3;;remove
गाड्दै;3;;remove
रोप्न;3;;remove
गाई;3;x;keep
दाउराको;3;x;keep
बजार;3;x;keep
पुर्याउन;3;;remove
सुन्तला;3;x;keep
कसेर;3;;remove
बाँडेर;3;;remove
किनकि;3;;remove
आभास;3;x;keep
भावना;3;x;keep
दिनु;3;;remove
काचिन;3;x;keep
खेलेँ;3;;remove
भूकम्प;3;x;keep
हलो;3;x;keep
आजै;3;;remove
अन्ततः;3;;remove
टिपी;3;;remove
पारेको;3;;remove
घिउ;3;x;keep
राखेको;3;;remove
ह;3;;remove
हिलो;3;x;keep
बाला;3;x;keep
कमाएको;3;;remove
कलमको;3;x;keep
नजरमा;3;x;keep
पारिजातको;3;x;keep
बैँस;3;x;keep
आतुर;3;x;keep
बसेको;3;;remove
दिलको;3;x;keep
बगैँचामा;3;x;keep
बच्चा;3;x;keep
सुटुक्क;3;;remove
परेका;3;;remove
गरने;3;;remove
मौका;3;x;keep
भरेर;3;;remove
सम्मान;3;x;keep
छरेर;3;;remove
खुवाउँथ्यौ;3;;remove
भनेँ;3;;remove
जाँचमा;3;x;keep
साथीहरू;3;x;keep
खाएर;3;;remove
रमाउनु;3;;remove
लिनु;3;;remove
ओठमा;3;x;keep
हजारौँको;3;;remove
मनै;3;;remove
सभ्य;3;x;keep
हजुर;3;x;keep
फुर्सद;3;x;keep
भेट्ने;3;;remove
मिली;3;;remove
धुजा;3;x;keep
बिते;3;;remove
छेउ;3;;remove
बात;3;x;keep
ढिला;3;x;keep
खुला;3;x;keep
राग;3;x;keep
खिल;3;x;keep
अत्तर;3;x;keep
राज;3;x;keep
दिलमा;3;x;keep
आँसुले;3;x;keep
गाँस;3;x;keep
आमाहरू;3;x;keep
मनहरू;3;x;keep
सर्छ;3;;remove
गर्दैछ;3;;remove
शिखर;3;x;keep
चस्मा;3;x;keep
जालो;3;x;keep
विज्ञानको;3;x;keep
मैँ;3;;remove
भित्रका;3;;remove
बास्ना;3;x;keep
सम्पत्ति;3;x;keep
पिएर;3;;remove
फसेर;3;;remove
पुगे;3;;remove
सुन्दैन;3;;remove
तत्पर;3;x;keep
निश्चित;3;x;keep
सिमानाहरू;3;x;keep
हजारौँ;3;;remove
फाइलहरू;3;x;keep
हाहाकार;3;x;keep
गोला;3;x;keep
आगोले;3;x;keep
जान्छु;3;;remove
भरिन्छ;3;;remove
भय;3;x;keep
जगत;3;x;keep
रुन्छन्;3;;remove
हा;3;;remove
निर्दयी;3;x;keep
कला;3;x;keep
आत्माले;3;x;keep
श्वास;3;x;keep
औषधि;3;x;keep
तनमन;3;x;keep
खुसीले;3;x;keep
बन्दुक;3;x;keep
शान्तिको;3;x;keep
विषालु;3;x;keep
जताततै;3;;remove
मुक्ति;3;x;keep
उठेर;3;;remove
झर्ना;3;x;keep
राख्न;3;;remove
उल्टो;3;x;keep
बिचमा;3;;remove
तेज;3;x;keep
अपरिचित;3;x;keep
गौरवशाली;3;x;keep
निर्मल;3;x;keep
खोज्नु;3;;remove
चिरेर;3;;remove
सक्छौ;3;;remove
नसकिने;3;;remove
सूर्य;3;x;keep
भोगाइ;3;;remove
गुलाब;3;x;keep
कताकता;3;;remove
तेरो;3;;remove
उत्तिकै;3;x;keep
नपर्ने;3;;remove
गरिबी;3;x;keep
अथाह;3;x;keep
क्रम;3;x;keep
मरुभूमिको;3;x;keep
देऊ;3;;remove
बाँध;3;;remove
आँगन;3;x;keep
पोखिएको;3;;remove
प्रहरी;3;x;keep
अपराधी;3;x;keep
बनाइयो;3;;remove
आए;3;;remove
आपत्ति;3;x;keep
आँधी;3;x;keep
पठाएको;3;;remove
उज्यालो;3;x;keep
सहानुभूति;3;x;keep
पीडाको;3;x;keep
गहिराइमा;3;x;keep
विपरीत;3;x;keep
कुन्नि;3;;remove
लाग्छु;3;;remove
दृश्य;3;x;keep
हँ;3;;remove
रहेछु;3;;remove
हार;3;x;keep
बहाना;3;x;keep
अभागी;3;x;keep
दुख्यो;3;;remove
पोखियो;3;;remove
कै;3;;remove
गफ;3;x;keep
नाटक;3;x;keep
भौतिक;3;x;keep
सम्हालेँ;3;;remove
बुझाएँ;3;;remove
यसै;3;;remove
मनलाई;3;x;keep
दुखेको;3;x;keep
वायुमण्डलमा;3;x;keep
यतिखेर;3;;remove
गोली;3;x;keep
उठेको;3;;remove
त्योभन्दा;3;;remove
समाधान;3;x;keep
साहस;3;x;keep
गर्दछु;3;;remove
लेख्न;3;;remove
टन;3;x;keep
बर;3;x;keep
परिचय;3;x;keep
रिस;3;x;keep
क्रोध;3;x;keep
साहित्य;3;x;keep
लम्पसार;3;x;keep
सभ्यताको;3;x;keep
कमल;3;x;keep
अर्कै;3;;remove
लक्ष्य;3;x;keep
गोडमेल;3;x;keep
रिसाएर;3;;remove
चट्याङ;3;x;keep
नाङ्गा;3;x;keep
सिँगान;3;x;keep
भिरेर;3;;remove
झ्यालबाट;3;x;keep
सडकमा;3;x;keep
सडक;3;x;keep
सम्पूर्ण;3;x;keep
खाँचो;3;x;keep
मस्तिष्क;3;x;keep
जीवनी;3;x;keep
बत्ती;3;x;keep
प्रकृतिको;3;x;keep
सुनसान;3;x;keep
कोठामा;3;x;keep
छ्यौ;3;;remove
आवाजमा;3;x;keep
महिना;3;x;keep
अटल;3;x;keep
निमिट्यान्न;3;x;keep
आफ्नोपन;3;x;keep
रहेका;3;;remove
आनन्दित;3;x;keep
ढोल;3;x;keep
सौभाग्य;3;x;keep
काँडाहरू;3;x;keep
बाँचे;3;;remove
सन्तानको;3;x;keep
उत्तरेखोला;3;x;keep
समुद्र;3;x;keep
विद्रोहको;3;x;keep
बेलाबेला;3;;remove
भएमा;3;;remove
भर्खर;3;;remove
बोल्ने;3;;remove
आर्मी;3;x;keep
मान्छेलाई;3;x;keep
जेलमा;3;x;keep
वसन्त;3;x;keep
तँलाई;3;;remove
सकेको;3;;remove
सम्बन्धमा;3;x;keep
सीमित;3;;remove
सपनाको;3;x;keep
उच्च;3;;remove
फुल्ने;3;;remove
हिजो;3;;remove
हाँसेर;3;;remove
खोज्छन्;3;;remove
सम्बन्धलाई;3;x;keep
थोक;3;x;keep
सम्झ;3;;remove
गएर;3;;remove
पलहरू;3;x;keep
अलगअलग;3;x;keep
सीमाहरू;3;x;keep
हौँ;3;;remove
मा;3;;remove
उदाउँदै;3;;remove
ससाना;3;;remove
खडा;3;;remove
दश;3;;remove
पाए;3;;remove
कहाँसम्म;3;;remove
पूर्व;3;x;keep
गुलाफ;3;x;keep
काकाले;3;x;keep
साठी;3;x;keep
सहज;3;x;keep
उठ्यो;3;;remove
बित्तिकै;3;;remove
हृदयको;3;x;keep
ब्रह्माण्ड;3;x;keep
समयलाई;3;x;keep
छोराछोरी;3;x;keep
समुद्रमा;3;x;keep
डलर;3;x;keep
एकान्त;3;x;keep
मीठा;3;x;keep
भिजेको;3;;remove
खुल्ला;3;x;keep
आगोमा;3;x;keep
चरा;3;x;keep
कसलाई;3;;remove
बढेको;3;;remove
भाइ;3;x;keep
दस;3;;remove
कण;3;x;keep
अमर;3;x;keep
चोट;3;x;keep
भगवान्;3;x;keep
गरिरछु;3;;remove
भन्नुहुन्छ;3;;remove
लाग्नु;3;;remove
राछ;3;;remove
मौन;3;x;keep
छोडेका;3;;remove
भुक्तानी;3;x;keep
अचम्मको;3;x;keep
चिज;3;x;keep
यार;3;x;keep
चाहिँ;3;;remove
हिँडिरहेको;3;;remove
थुँगाहरू;3;x;keep
वर्षा;3;x;keep
लखेटिएको;3;;remove
सयपत्री;3;x;keep
हाँसेको;3;;remove
छौँ;3;;remove
गुगलमा;3;x;keep
क्रस;3;x;keep
बारुदको;3;x;keep
केस;3;x;keep
रोक्ने;3;;remove
सास;3;x;keep
देउरालीमा;3;x;keep
रहन्छु;3;;remove
अनायासै;3;;remove
बने;3;;remove
समयले;3;x;keep
सम्झनामा;3;x;keep
स्मृतिको;3;x;keep
थुप्रै;3;;remove
निधार;3;x;keep
डे;3;;remove
जम्मै;3;;remove
गर्छौ;3;;remove
धुपी;3;x;keep
भरिलो;3;x;keep
हुरी;3;x;keep
कसैबाट;3;;remove
मास;3;x;keep
लाली;3;x;keep
सहारा;3;x;keep
बस्छिन्;3;;remove
ओढेर;3;;remove
सुज्ञान;3;x;keep
विज्ञानै;3;x;keep
वेदमा;3;x;keep
ज्ञानै;3;x;keep
पूर्वीय;3;x;keep
कुर्सी;3;x;keep
लाउँछन्;3;;remove
स्मृतिमा;3;x;keep
विलीन;3;x;keep
बुझाई;3;x;keep
माता;3;x;keep
पिता;3;x;keep
हानेर;3;;remove
छिन्;3;;remove
कलिलो;3;x;keep
टुप्लुक्क;3;;remove
भिज्दै;3;;remove
